,timestamp,customer_no,name,location
104,2019-09-02 07:13:00,18,Kim Houston,drinks
105,2019-09-02 07:13:00,19,Amy Richardson,fruit
106,2019-09-02 07:13:00,20,Laura Pugh,fruit
107,2019-09-02 07:13:00,21,Cody Johnson,dairy
108,2019-09-02 07:13:00,22,Mike Klein,spices
109,2019-09-02 07:13:00,23,Christopher Downs,entrance
110,2019-09-02 07:13:00,24,Bobby White,entrance
111,2019-09-02 07:14:00,4,Olivia Vaughn,checkout
112,2019-09-02 07:14:00,15,Stacy Gardner,fruit
113,2019-09-02 07:14:00,16,Roger Williams,dairy
114,2019-09-02 07:14:00,18,Kim Houston,drinks
115,2019-09-02 07:14:00,19,Amy Richardson,fruit
116,2019-09-02 07:14:00,20,Laura Pugh,fruit
117,2019-09-02 07:14:00,21,Cody Johnson,dairy
118,2019-09-02 07:14:00,22,Mike Klein,dairy
119,2019-09-02 07:14:00,23,Christopher Downs,drinks
120,2019-09-02 07:14:00,24,Bobby White,dairy
121,2019-09-02 07:15:00,11,Alexandria Gentry,dairy
122,2019-09-02 07:15:00,15,Stacy Gardner,fruit
123,2019-09-02 07:15:00,16,Roger Williams,dairy
124,2019-09-02 07:15:00,18,Kim Houston,spices
125,2019-09-02 07:15:00,19,Amy Richardson,checkout
126,2019-09-02 07:15:00,21,Cody Johnson,dairy
127,2019-09-02 07:15:00,22,Mike Klein,dairy
128,2019-09-02 07:15:00,23,Christopher Downs,drinks
129,2019-09-02 07:15:00,24,Bobby White,dairy
130,2019-09-02 07:15:00,25,Calvin Williams,entrance
131,2019-09-02 07:15:00,26,Gerald Contreras,entrance
132,2019-09-02 07:15:00,27,John Jackson,entrance
133,2019-09-02 07:15:00,28,Lindsey Johnson,entrance
134,2019-09-02 07:15:00,29,Rachel Scott,entrance
135,2019-09-02 07:16:00,11,Alexandria Gentry,dairy
136,2019-09-02 07:16:00,15,Stacy Gardner,fruit
137,2019-09-02 07:16:00,16,Roger Williams,checkout
138,2019-09-02 07:16:00,20,Laura Pugh,drinks
139,2019-09-02 07:16:00,21,Cody Johnson,dairy
140,2019-09-02 07:16:00,22,Mike Klein,dairy
141,2019-09-02 07:16:00,23,Christopher Downs,drinks
142,2019-09-02 07:16:00,24,Bobby White,dairy
143,2019-09-02 07:16:00,25,Calvin Williams,drinks
144,2019-09-02 07:16:00,26,Gerald Contreras,dairy
145,2019-09-02 07:16:00,27,John Jackson,spices
146,2019-09-02 07:16:00,28,Lindsey Johnson,drinks
147,2019-09-02 07:16:00,29,Rachel Scott,fruit
148,2019-09-02 07:16:00,30,Robert Tucker,entrance
149,2019-09-02 07:16:00,31,Angela Johnson,entrance
150,2019-09-02 07:16:00,32,Sharon Vargas,entrance
151,2019-09-02 07:16:00,33,Steven Ellis,entrance
152,2019-09-02 07:16:00,34,Mrs. Andrea Bates,entrance
153,2019-09-02 07:17:00,11,Alexandria Gentry,dairy
154,2019-09-02 07:17:00,15,Stacy Gardner,fruit
155,2019-09-02 07:17:00,18,Kim Houston,spices
156,2019-09-02 07:17:00,20,Laura Pugh,checkout
157,2019-09-02 07:17:00,22,Mike Klein,dairy
158,2019-09-02 07:17:00,23,Christopher Downs,spices
159,2019-09-02 07:17:00,24,Bobby White,dairy
160,2019-09-02 07:17:00,25,Calvin Williams,fruit
161,2019-09-02 07:17:00,26,Gerald Contreras,dairy
162,2019-09-02 07:17:00,27,John Jackson,drinks
163,2019-09-02 07:17:00,28,Lindsey Johnson,drinks
164,2019-09-02 07:17:00,29,Rachel Scott,fruit
165,2019-09-02 07:17:00,30,Robert Tucker,spices
166,2019-09-02 07:17:00,31,Angela Johnson,fruit
167,2019-09-02 07:17:00,32,Sharon Vargas,fruit
168,2019-09-02 07:17:00,33,Steven Ellis,spices
169,2019-09-02 07:17:00,34,Mrs. Andrea Bates,fruit
170,2019-09-02 07:17:00,35,Chad Reed,entrance
171,2019-09-02 07:18:00,11,Alexandria Gentry,dairy
172,2019-09-02 07:18:00,15,Stacy Gardner,fruit
173,2019-09-02 07:18:00,18,Kim Houston,drinks
174,2019-09-02 07:18:00,21,Cody Johnson,spices
175,2019-09-02 07:18:00,22,Mike Klein,fruit
176,2019-09-02 07:18:00,23,Christopher Downs,spices
177,2019-09-02 07:18:00,24,Bobby White,dairy
178,2019-09-02 07:18:00,25,Calvin Williams,fruit
179,2019-09-02 07:18:00,26,Gerald Contreras,dairy
180,2019-09-02 07:18:00,27,John Jackson,drinks
181,2019-09-02 07:18:00,28,Lindsey Johnson,drinks
182,2019-09-02 07:18:00,29,Rachel Scott,fruit
183,2019-09-02 07:18:00,30,Robert Tucker,spices
184,2019-09-02 07:18:00,31,Angela Johnson,checkout
185,2019-09-02 07:18:00,33,Steven Ellis,spices
186,2019-09-02 07:18:00,34,Mrs. Andrea Bates,fruit
187,2019-09-02 07:18:00,35,Chad Reed,drinks
188,2019-09-02 07:19:00,11,Alexandria Gentry,checkout
189,2019-09-02 07:19:00,18,Kim Houston,drinks
190,2019-09-02 07:19:00,21,Cody Johnson,checkout
191,2019-09-02 07:19:00,23,Christopher Downs,fruit
192,2019-09-02 07:19:00,24,Bobby White,dairy
193,2019-09-02 07:19:00,25,Calvin Williams,checkout
194,2019-09-02 07:19:00,27,John Jackson,spices
195,2019-09-02 07:19:00,28,Lindsey Johnson,drinks
196,2019-09-02 07:19:00,29,Rachel Scott,fruit
197,2019-09-02 07:19:00,30,Robert Tucker,checkout
198,2019-09-02 07:19:00,33,Steven Ellis,drinks
199,2019-09-02 07:19:00,34,Mrs. Andrea Bates,fruit
200,2019-09-02 07:19:00,35,Chad Reed,drinks
201,2019-09-02 07:19:00,36,Casey Smith,entrance
202,2019-09-02 07:20:00,15,Stacy Gardner,fruit
203,2019-09-02 07:20:00,18,Kim Houston,drinks
204,2019-09-02 07:20:00,22,Mike Klein,spices
205,2019-09-02 07:20:00,23,Christopher Downs,spices
206,2019-09-02 07:20:00,24,Bobby White,dairy
207,2019-09-02 07:20:00,26,Gerald Contreras,dairy
208,2019-09-02 07:20:00,27,John Jackson,checkout
209,2019-09-02 07:20:00,29,Rachel Scott,fruit
210,2019-09-02 07:20:00,32,Sharon Vargas,fruit
211,2019-09-02 07:20:00,33,Steven Ellis,checkout
212,2019-09-02 07:20:00,35,Chad Reed,checkout
213,2019-09-02 07:21:00,15,Stacy Gardner,fruit
214,2019-09-02 07:21:00,18,Kim Houston,drinks
215,2019-09-02 07:21:00,22,Mike Klein,drinks
216,2019-09-02 07:21:00,23,Christopher Downs,spices
217,2019-09-02 07:21:00,24,Bobby White,dairy
218,2019-09-02 07:21:00,26,Gerald Contreras,dairy
219,2019-09-02 07:21:00,28,Lindsey Johnson,drinks
220,2019-09-02 07:21:00,29,Rachel Scott,checkout
221,2019-09-02 07:21:00,34,Mrs. Andrea Bates,fruit
222,2019-09-02 07:21:00,36,Casey Smith,dairy
223,2019-09-02 07:21:00,37,Judy Alvarez,entrance
224,2019-09-02 07:21:00,38,Lori Patterson,entrance
225,2019-09-02 07:22:00,15,Stacy Gardner,fruit
226,2019-09-02 07:22:00,18,Kim Houston,spices
227,2019-09-02 07:22:00,22,Mike Klein,drinks
228,2019-09-02 07:22:00,23,Christopher Downs,dairy
229,2019-09-02 07:22:00,24,Bobby White,drinks
230,2019-09-02 07:22:00,26,Gerald Contreras,dairy
231,2019-09-02 07:22:00,28,Lindsey Johnson,fruit
232,2019-09-02 07:22:00,32,Sharon Vargas,fruit
233,2019-09-02 07:22:00,34,Mrs. Andrea Bates,fruit
234,2019-09-02 07:22:00,36,Casey Smith,drinks
235,2019-09-02 07:22:00,37,Judy Alvarez,fruit
236,2019-09-02 07:22:00,38,Lori Patterson,fruit
237,2019-09-02 07:23:00,15,Stacy Gardner,fruit
238,2019-09-02 07:23:00,18,Kim Houston,spices
239,2019-09-02 07:23:00,22,Mike Klein,spices
240,2019-09-02 07:23:00,23,Christopher Downs,dairy
241,2019-09-02 07:23:00,24,Bobby White,drinks
242,2019-09-02 07:23:00,26,Gerald Contreras,dairy
243,2019-09-02 07:23:00,28,Lindsey Johnson,fruit
244,2019-09-02 07:23:00,32,Sharon Vargas,dairy
245,2019-09-02 07:23:00,34,Mrs. Andrea Bates,checkout
246,2019-09-02 07:23:00,37,Judy Alvarez,drinks
247,2019-09-02 07:23:00,38,Lori Patterson,fruit
248,2019-09-02 07:24:00,15,Stacy Gardner,fruit
249,2019-09-02 07:24:00,18,Kim Houston,checkout
250,2019-09-02 07:24:00,23,Christopher Downs,drinks
251,2019-09-02 07:24:00,24,Bobby White,drinks
252,2019-09-02 07:24:00,26,Gerald Contreras,dairy
253,2019-09-02 07:24:00,28,Lindsey Johnson,checkout
254,2019-09-02 07:24:00,36,Casey Smith,drinks
255,2019-09-02 07:24:00,37,Judy Alvarez,drinks
256,2019-09-02 07:24:00,38,Lori Patterson,checkout
257,2019-09-02 07:25:00,15,Stacy Gardner,checkout
258,2019-09-02 07:25:00,23,Christopher Downs,spices
259,2019-09-02 07:25:00,24,Bobby White,spices
260,2019-09-02 07:25:00,26,Gerald Contreras,spices
261,2019-09-02 07:25:00,32,Sharon Vargas,checkout
262,2019-09-02 07:25:00,37,Judy Alvarez,drinks
263,2019-09-02 07:25:00,39,Joseph Swanson,entrance
264,2019-09-02 07:25:00,40,Daniel Bennett,entrance
265,2019-09-02 07:25:00,41,Christopher Gates,entrance
266,2019-09-02 07:25:00,42,James Allen,entrance
267,2019-09-02 07:25:00,43,Jorge Clayton,entrance
268,2019-09-02 07:25:00,44,Nancy Howard,entrance
269,2019-09-02 07:25:00,45,John Ortega,entrance
270,2019-09-02 07:25:00,46,Richard Garcia,entrance
271,2019-09-02 07:26:00,22,Mike Klein,fruit
272,2019-09-02 07:26:00,23,Christopher Downs,drinks
273,2019-09-02 07:26:00,24,Bobby White,spices
274,2019-09-02 07:26:00,26,Gerald Contreras,checkout
275,2019-09-02 07:26:00,37,Judy Alvarez,drinks
276,2019-09-02 07:26:00,39,Joseph Swanson,fruit
277,2019-09-02 07:26:00,40,Daniel Bennett,dairy
278,2019-09-02 07:26:00,41,Christopher Gates,drinks
279,2019-09-02 07:26:00,42,James Allen,dairy
280,2019-09-02 07:26:00,43,Jorge Clayton,fruit
281,2019-09-02 07:26:00,44,Nancy Howard,fruit
282,2019-09-02 07:26:00,45,John Ortega,dairy
283,2019-09-02 07:26:00,46,Richard Garcia,spices
284,2019-09-02 07:26:00,47,Aaron Lee,entrance
285,2019-09-02 07:26:00,48,Chris Parker,entrance
286,2019-09-02 07:26:00,49,Janice Valentine,entrance
287,2019-09-02 07:27:00,22,Mike Klein,fruit
288,2019-09-02 07:27:00,23,Christopher Downs,drinks
289,2019-09-02 07:27:00,24,Bobby White,drinks
290,2019-09-02 07:27:00,36,Casey Smith,drinks
291,2019-09-02 07:27:00,37,Judy Alvarez,drinks
292,2019-09-02 07:27:00,39,Joseph Swanson,fruit
293,2019-09-02 07:27:00,40,Daniel Bennett,dairy
294,2019-09-02 07:27:00,41,Christopher Gates,drinks
295,2019-09-02 07:27:00,42,James Allen,dairy
296,2019-09-02 07:27:00,43,Jorge Clayton,checkout
297,2019-09-02 07:27:00,45,John Ortega,dairy
298,2019-09-02 07:27:00,46,Richard Garcia,spices
299,2019-09-02 07:27:00,47,Aaron Lee,drinks
300,2019-09-02 07:27:00,48,Chris Parker,dairy
301,2019-09-02 07:27:00,49,Janice Valentine,drinks
302,2019-09-02 07:27:00,50,Randy Maddox,entrance
303,2019-09-02 07:27:00,51,Russell Watson,entrance
304,2019-09-02 07:28:00,22,Mike Klein,checkout
305,2019-09-02 07:28:00,24,Bobby White,drinks
306,2019-09-02 07:28:00,36,Casey Smith,drinks
307,2019-09-02 07:28:00,37,Judy Alvarez,spices
308,2019-09-02 07:28:00,39,Joseph Swanson,dairy
309,2019-09-02 07:28:00,40,Daniel Bennett,dairy
310,2019-09-02 07:28:00,41,Christopher Gates,checkout
311,2019-09-02 07:28:00,44,Nancy Howard,fruit
312,2019-09-02 07:28:00,45,John Ortega,dairy
313,2019-09-02 07:28:00,46,Richard Garcia,checkout
314,2019-09-02 07:28:00,48,Chris Parker,dairy
315,2019-09-02 07:28:00,49,Janice Valentine,drinks
316,2019-09-02 07:28:00,50,Randy Maddox,drinks
317,2019-09-02 07:28:00,51,Russell Watson,drinks
318,2019-09-02 07:28:00,52,Vanessa Rocha,entrance
319,2019-09-02 07:28:00,53,Robert Briggs,entrance
320,2019-09-02 07:29:00,23,Christopher Downs,checkout
321,2019-09-02 07:29:00,36,Casey Smith,checkout
322,2019-09-02 07:29:00,39,Joseph Swanson,dairy
323,2019-09-02 07:29:00,40,Daniel Bennett,dairy
324,2019-09-02 07:29:00,42,James Allen,dairy
325,2019-09-02 07:29:00,44,Nancy Howard,fruit
326,2019-09-02 07:29:00,45,John Ortega,dairy
327,2019-09-02 07:29:00,47,Aaron Lee,drinks
328,2019-09-02 07:29:00,48,Chris Parker,dairy
329,2019-09-02 07:29:00,49,Janice Valentine,checkout
330,2019-09-02 07:29:00,51,Russell Watson,drinks
331,2019-09-02 07:29:00,52,Vanessa Rocha,fruit
332,2019-09-02 07:29:00,53,Robert Briggs,fruit
333,2019-09-02 07:29:00,54,Joseph Castillo,entrance
334,2019-09-02 07:29:00,55,Holly Anderson,entrance
335,2019-09-02 07:29:00,56,William Freeman,entrance
336,2019-09-02 07:29:00,57,Erika Fox,entrance
337,2019-09-02 07:29:00,58,Anthony Martinez,entrance
338,2019-09-02 07:29:00,59,Amanda Weber,entrance
339,2019-09-02 07:30:00,24,Bobby White,drinks
340,2019-09-02 07:30:00,37,Judy Alvarez,spices
341,2019-09-02 07:30:00,39,Joseph Swanson,checkout
342,2019-09-02 07:30:00,42,James Allen,dairy
343,2019-09-02 07:30:00,44,Nancy Howard,fruit
344,2019-09-02 07:30:00,45,John Ortega,dairy
345,2019-09-02 07:30:00,47,Aaron Lee,spices
346,2019-09-02 07:30:00,48,Chris Parker,drinks
347,2019-09-02 07:30:00,50,Randy Maddox,drinks
348,2019-09-02 07:30:00,51,Russell Watson,fruit
349,2019-09-02 07:30:00,52,Vanessa Rocha,fruit
350,2019-09-02 07:30:00,53,Robert Briggs,fruit
351,2019-09-02 07:30:00,54,Joseph Castillo,fruit
352,2019-09-02 07:30:00,55,Holly Anderson,dairy
353,2019-09-02 07:30:00,56,William Freeman,fruit
354,2019-09-02 07:30:00,57,Erika Fox,fruit
355,2019-09-02 07:30:00,58,Anthony Martinez,dairy
356,2019-09-02 07:30:00,59,Amanda Weber,spices
357,2019-09-02 07:31:00,24,Bobby White,drinks
358,2019-09-02 07:31:00,37,Judy Alvarez,spices
359,2019-09-02 07:31:00,40,Daniel Bennett,spices
360,2019-09-02 07:31:00,42,James Allen,checkout
361,2019-09-02 07:31:00,45,John Ortega,dairy
362,2019-09-02 07:31:00,47,Aaron Lee,dairy
363,2019-09-02 07:31:00,48,Chris Parker,drinks
364,2019-09-02 07:31:00,50,Randy Maddox,drinks
365,2019-09-02 07:31:00,51,Russell Watson,fruit
366,2019-09-02 07:31:00,52,Vanessa Rocha,fruit
367,2019-09-02 07:31:00,53,Robert Briggs,fruit
368,2019-09-02 07:31:00,54,Joseph Castillo,checkout
369,2019-09-02 07:31:00,56,William Freeman,fruit
370,2019-09-02 07:31:00,57,Erika Fox,checkout
371,2019-09-02 07:31:00,59,Amanda Weber,spices
372,2019-09-02 07:32:00,24,Bobby White,drinks
373,2019-09-02 07:32:00,37,Judy Alvarez,spices
374,2019-09-02 07:32:00,40,Daniel Bennett,checkout
375,2019-09-02 07:32:00,45,John Ortega,checkout
376,2019-09-02 07:32:00,48,Chris Parker,drinks
377,2019-09-02 07:32:00,50,Randy Maddox,fruit
378,2019-09-02 07:32:00,51,Russell Watson,drinks
379,2019-09-02 07:32:00,52,Vanessa Rocha,spices
380,2019-09-02 07:32:00,53,Robert Briggs,fruit
381,2019-09-02 07:32:00,55,Holly Anderson,fruit
382,2019-09-02 07:32:00,56,William Freeman,fruit
383,2019-09-02 07:32:00,58,Anthony Martinez,fruit
384,2019-09-02 07:32:00,59,Amanda Weber,checkout
385,2019-09-02 07:32:00,60,Teresa Hensley,entrance
386,2019-09-02 07:32:00,61,Nicholas Ellis,entrance
387,2019-09-02 07:32:00,62,Kathy Mejia,entrance
388,2019-09-02 07:33:00,24,Bobby White,drinks
389,2019-09-02 07:33:00,37,Judy Alvarez,spices
390,2019-09-02 07:33:00,44,Nancy Howard,fruit
391,2019-09-02 07:33:00,47,Aaron Lee,dairy
392,2019-09-02 07:33:00,48,Chris Parker,checkout
393,2019-09-02 07:33:00,51,Russell Watson,checkout
394,2019-09-02 07:33:00,53,Robert Briggs,fruit
395,2019-09-02 07:33:00,55,Holly Anderson,fruit
396,2019-09-02 07:33:00,56,William Freeman,fruit
397,2019-09-02 07:33:00,58,Anthony Martinez,fruit
398,2019-09-02 07:33:00,60,Teresa Hensley,dairy
399,2019-09-02 07:33:00,61,Nicholas Ellis,fruit
400,2019-09-02 07:33:00,62,Kathy Mejia,fruit
401,2019-09-02 07:34:00,24,Bobby White,drinks
402,2019-09-02 07:34:00,37,Judy Alvarez,spices
403,2019-09-02 07:34:00,44,Nancy Howard,dairy
404,2019-09-02 07:34:00,47,Aaron Lee,dairy
405,2019-09-02 07:34:00,50,Randy Maddox,checkout
406,2019-09-02 07:34:00,53,Robert Briggs,fruit
407,2019-09-02 07:34:00,55,Holly Anderson,fruit
408,2019-09-02 07:34:00,56,William Freeman,fruit
409,2019-09-02 07:34:00,58,Anthony Martinez,fruit
410,2019-09-02 07:34:00,60,Teresa Hensley,dairy
411,2019-09-02 07:34:00,61,Nicholas Ellis,fruit
412,2019-09-02 07:34:00,62,Kathy Mejia,drinks
413,2019-09-02 07:35:00,24,Bobby White,drinks
414,2019-09-02 07:35:00,37,Judy Alvarez,spices
415,2019-09-02 07:35:00,44,Nancy Howard,dairy
416,2019-09-02 07:35:00,47,Aaron Lee,checkout
417,2019-09-02 07:35:00,53,Robert Briggs,checkout
418,2019-09-02 07:35:00,56,William Freeman,fruit
419,2019-09-02 07:35:00,58,Anthony Martinez,drinks
420,2019-09-02 07:35:00,60,Teresa Hensley,spices
421,2019-09-02 07:35:00,61,Nicholas Ellis,fruit
422,2019-09-02 07:35:00,62,Kathy Mejia,dairy
423,2019-09-02 07:36:00,24,Bobby White,spices
424,2019-09-02 07:36:00,37,Judy Alvarez,checkout
425,2019-09-02 07:36:00,52,Vanessa Rocha,drinks
426,2019-09-02 07:36:00,55,Holly Anderson,fruit
427,2019-09-02 07:36:00,56,William Freeman,spices
428,2019-09-02 07:36:00,58,Anthony Martinez,drinks
429,2019-09-02 07:36:00,60,Teresa Hensley,spices
430,2019-09-02 07:36:00,61,Nicholas Ellis,fruit
431,2019-09-02 07:36:00,62,Kathy Mejia,checkout
432,2019-09-02 07:37:00,24,Bobby White,checkout
433,2019-09-02 07:37:00,52,Vanessa Rocha,drinks
434,2019-09-02 07:37:00,55,Holly Anderson,dairy
435,2019-09-02 07:37:00,56,William Freeman,spices
436,2019-09-02 07:37:00,58,Anthony Martinez,fruit
437,2019-09-02 07:37:00,60,Teresa Hensley,spices
438,2019-09-02 07:37:00,61,Nicholas Ellis,fruit
439,2019-09-02 07:38:00,44,Nancy Howard,dairy
440,2019-09-02 07:38:00,52,Vanessa Rocha,drinks
441,2019-09-02 07:38:00,55,Holly Anderson,dairy
442,2019-09-02 07:38:00,56,William Freeman,spices
443,2019-09-02 07:38:00,58,Anthony Martinez,checkout
444,2019-09-02 07:38:00,61,Nicholas Ellis,fruit
445,2019-09-02 07:38:00,63,Lisa Schwartz,entrance
446,2019-09-02 07:39:00,44,Nancy Howard,dairy
447,2019-09-02 07:39:00,52,Vanessa Rocha,drinks
448,2019-09-02 07:39:00,55,Holly Anderson,dairy
449,2019-09-02 07:39:00,56,William Freeman,drinks
450,2019-09-02 07:39:00,60,Teresa Hensley,spices
451,2019-09-02 07:39:00,61,Nicholas Ellis,fruit
452,2019-09-02 07:39:00,63,Lisa Schwartz,drinks
453,2019-09-02 07:39:00,64,Mario Munoz,entrance
454,2019-09-02 07:39:00,65,Lance Smith,entrance
455,2019-09-02 07:39:00,66,Darren Spencer,entrance
456,2019-09-02 07:40:00,44,Nancy Howard,dairy
457,2019-09-02 07:40:00,52,Vanessa Rocha,fruit
458,2019-09-02 07:40:00,55,Holly Anderson,checkout
459,2019-09-02 07:40:00,60,Teresa Hensley,spices
460,2019-09-02 07:40:00,61,Nicholas Ellis,fruit
461,2019-09-02 07:40:00,63,Lisa Schwartz,drinks
462,2019-09-02 07:40:00,64,Mario Munoz,fruit
463,2019-09-02 07:40:00,65,Lance Smith,fruit
464,2019-09-02 07:40:00,66,Darren Spencer,fruit
465,2019-09-02 07:41:00,44,Nancy Howard,spices
466,2019-09-02 07:41:00,52,Vanessa Rocha,fruit
467,2019-09-02 07:41:00,56,William Freeman,checkout
468,2019-09-02 07:41:00,61,Nicholas Ellis,dairy
469,2019-09-02 07:41:00,63,Lisa Schwartz,checkout
470,2019-09-02 07:41:00,65,Lance Smith,fruit
471,2019-09-02 07:41:00,66,Darren Spencer,fruit
472,2019-09-02 07:41:00,67,Lisa Wood,entrance
473,2019-09-02 07:41:00,68,Kevin Swanson,entrance
474,2019-09-02 07:41:00,69,Joseph Bradford,entrance
475,2019-09-02 07:41:00,70,Richard Martin,entrance
476,2019-09-02 07:42:00,44,Nancy Howard,checkout
477,2019-09-02 07:42:00,60,Teresa Hensley,dairy
478,2019-09-02 07:42:00,61,Nicholas Ellis,dairy
479,2019-09-02 07:42:00,64,Mario Munoz,drinks
480,2019-09-02 07:42:00,65,Lance Smith,fruit
